2017-03-31 20:24:47,com.qihoo.browser,0.0
2017-03-31 20:25:20,com.qihoo.browser,225.27
2017-03-31 20:25:53,com.qihoo.browser,215.33
2017-03-31 20:26:27,com.qihoo.browser,307.94
2017-03-31 20:27:00,com.qihoo.browser,253.84
2017-03-31 20:27:34,com.qihoo.browser,213.3
2017-03-31 20:28:07,com.qihoo.browser,263.7
2017-03-31 20:28:41,com.qihoo.browser,260.97
2017-03-31 20:29:14,com.qihoo.browser,256.83
2017-03-31 20:29:48,com.qihoo.browser,266.89
2017-03-31 20:30:21,com.qihoo.browser,262.33
2017-03-31 20:30:55,com.qihoo.browser,257.56
2017-03-31 20:31:29,com.qihoo.browser,265.81
2017-03-31 20:32:02,com.qihoo.browser,262.79
2017-03-31 20:32:36,com.qihoo.browser,258.04
2017-03-31 20:33:10,com.qihoo.browser,247.06
2017-03-31 20:33:43,com.qihoo.browser,338.07
2017-03-31 20:34:17,com.qihoo.browser,270.35
2017-03-31 20:34:50,com.qihoo.browser,209.53
2017-03-31 20:35:24,com.qihoo.browser,282.52
2017-03-31 20:35:57,com.qihoo.browser,254.43
2017-03-31 20:36:31,com.qihoo.browser,307.28
2017-03-31 20:37:04,com.qihoo.browser,274.66
2017-03-31 20:37:38,com.qihoo.browser,386.5
2017-03-31 20:38:12,com.qihoo.browser,270.16
2017-03-31 20:38:45,com.qihoo.browser,267.25
2017-03-31 20:39:19,com.qihoo.browser,261.12
2017-03-31 20:39:53,com.qihoo.browser,271.71
2017-03-31 20:40:26,com.qihoo.browser,265.07
2017-03-31 20:41:00,com.qihoo.browser,258.4
2017-03-31 20:41:34,com.qihoo.browser,267.85
2017-03-31 20:42:08,com.qihoo.browser,260.49
